Month,Category,Region,Sales ($),Profit ($),Units Sold
Aug,Cosmetics,South,2798,1314,163
Nov,Toys,North,9162,364,104
Nov,Sports,South,2351,1807,71
Jan,Electronics,West,8051,1681,191
May,Toys,West,7858,2393,199
Mar,Furniture,South,1598,2584,155
Jan,Sports,West,3044,2835,19
Dec,Toys,South,1258,2623,45
Mar,Clothing,East,5571,1037,139
Jun,Furniture,East,9003,977,69
Jul,Furniture,West,7968,2804,184
Aug,Cosmetics,North,7176,646,82
Nov,Clothing,East,8042,2562,169
Apr,Cosmetics,West,9579,497,188
Mar,Toys,North,1797,2139,76
May,Clothing,West,6713,2315,90
Sep,Furniture,South,8311,1730,86
Jun,Cosmetics,West,5020,1951,77
Sep,Sports,South,6911,2950,91
Jun,Clothing,East,4954,329,65
Feb,Furniture,East,5312,802,108
May,Electronics,West,9980,1527,23
Dec,Clothing,North,6639,2291,153
Nov,Clothing,West,7179,1799,85
Sep,Toys,West,7779,1654,84
Aug,Sports,East,3056,2215,75
Jul,Toys,East,8102,2245,42
Jan,Clothing,West,7644,106,22
Apr,Clothing,East,6785,2962,39
Dec,Sports,South,2447,276,35
Jul,Sports,West,1514,1329,123
Nov,Cosmetics,East,2913,398,22
Jul,Furniture,West,2951,1923,77
Jun,Furniture,East,6570,2376,132
Aug,Cosmetics,South,9965,730,42
Nov,Furniture,South,1328,369,152
Jun,Clothing,West,9985,180,154
Oct,Cosmetics,South,7513,1795,15
Mar,Cosmetics,South,6973,919,14
Apr,Furniture,East,2410,600,170
Mar,Electronics,West,8714,2853,63
Jan,Furniture,East,2137,1610,153
Oct,Toys,East,5666,1611,183
May,Electronics,North,6157,1089,161
Jan,Cosmetics,South,2568,1601,134
Jan,Electronics,East,5472,2850,14
Feb,Clothing,East,8566,1412,134
Apr,Sports,East,4274,2253,85
Jun,Electronics,South,4273,740,59
Aug,Toys,South,7243,708,178
Mar,Sports,South,4469,1108,192
Jan,Clothing,West,6932,1699,90
Mar,Toys,East,7564,1763,122
Dec,Sports,South,6362,1928,29
Mar,Clothing,East,5636,2097,187
May,Sports,West,6346,2529,134
Nov,Sports,North,2236,2985,44
Dec,Furniture,West,5208,2026,187
Dec,Toys,South,5468,203,170
Apr,Toys,South,3346,2811,76
Apr,Electronics,West,2042,1631,147
Sep,Toys,East,5766,2087,50
Jul,Toys,South,5106,1178,177
Apr,Sports,South,9199,220,143
Mar,Cosmetics,West,8320,506,170
Jun,Furniture,East,4731,775,25
Mar,Electronics,West,8302,2588,33
Jun,Furniture,West,6492,1754,69
Nov,Electronics,East,1460,531,130
Nov,Clothing,East,3302,1008,83
Dec,Sports,North,3633,160,148
Sep,Toys,West,1361,2873,181
Jun,Toys,East,6493,1370,12
Dec,Cosmetics,South,8146,1713,175
Apr,Furniture,North,1787,1147,177
May,Furniture,West,1208,2553,129
Jun,Furniture,East,9458,1431,28
Nov,Toys,North,6092,2760,49
Mar,Furniture,North,1553,2362,62
Aug,Sports,South,9025,361,173
Apr,Electronics,North,5516,1536,76
Aug,Toys,West,7451,2270,95
Oct,Sports,East,2513,863,98
Oct,Clothing,North,8425,2467,157
Mar,Sports,North,6351,2305,165
Oct,Sports,West,7749,1784,194
Jul,Clothing,South,8005,1188,140
Nov,Sports,South,9412,468,95
Dec,Electronics,East,3344,969,117
Sep,Toys,West,8154,1127,174
Apr,Cosmetics,South,2971,2833,130
Aug,Clothing,East,5438,1013,155
Mar,Toys,East,6324,1879,93
Jul,Furniture,South,6669,2731,55
Mar,Electronics,West,6161,1730,14
Dec,Cosmetics,North,2205,642,116
Jul,Electronics,South,2855,2303,132
Nov,Electronics,North,2999,851,82
Oct,Furniture,North,3435,2211,90
Oct,Cosmetics,West,7780,520,66
Nov,Electronics,West,4098,2470,163
Nov,Furniture,East,4386,1586,42
Jun,Clothing,West,6440,1703,106
Feb,Furniture,East,7436,646,45
Nov,Sports,South,2777,2398,102
Mar,Toys,North,8403,965,31
Jun,Furniture,West,7858,2657,91
Apr,Furniture,South,3939,1671,26
Jun,Furniture,East,1838,2588,53
Jan,Electronics,West,6725,553,189
Oct,Cosmetics,North,5759,2791,31
Dec,Furniture,South,5860,2964,138
Jan,Furniture,West,4138,1857,39
Mar,Sports,West,1175,778,176
Aug,Sports,South,5605,373,172
Aug,Clothing,East,4162,159,78
Nov,Clothing,East,3752,441,98
Apr,Sports,West,1837,1517,20
Jun,Cosmetics,East,8845,2260,60
Aug,Clothing,East,3733,1914,72
Jul,Toys,South,8688,2215,95
Nov,Toys,East,6206,1438,132
Jul,Cosmetics,East,3653,566,43
Apr,Sports,South,7140,2410,130
Sep,Clothing,West,8219,2571,192
Dec,Furniture,West,4349,819,87
Oct,Sports,South,4310,1335,132
Jun,Clothing,North,5680,662,29
Dec,Cosmetics,South,3386,1082,195
Nov,Toys,North,6191,2435,26
Mar,Cosmetics,East,1373,524,43
May,Clothing,West,5675,653,108
May,Cosmetics,North,2261,858,199
May,Clothing,North,8633,1830,171
Aug,Clothing,East,9312,343,156
Sep,Cosmetics,West,6532,1457,125
Sep,Electronics,East,6842,2475,123
Jun,Furniture,West,4845,2862,106
Jun,Sports,West,3884,1229,135
Sep,Toys,East,5138,1885,129
Apr,Furniture,North,6623,2010,75
Jun,Sports,South,3119,2062,81
Apr,Sports,West,8716,2948,102
Nov,Toys,West,1490,1288,179
Jan,Furniture,South,4045,1969,60
Jul,Toys,South,1382,2778,186
Oct,Clothing,East,1804,2109,133
Nov,Toys,West,6585,1180,166
Dec,Cosmetics,East,3217,1059,104
Jun,Electronics,South,8277,1311,39
Sep,Electronics,East,7594,2900,108
Jul,Electronics,West,7786,423,162
Jul,Furniture,North,7166,2302,120
Feb,Furniture,North,3414,2206,122
Dec,Clothing,West,1650,1894,199
Nov,Electronics,East,9169,2348,47
Sep,Clothing,South,5915,2442,26
Oct,Electronics,South,4198,2075,83
Sep,Furniture,North,1941,1513,138
Jun,Cosmetics,East,9732,1407,27
Mar,Cosmetics,South,6805,2757,183
Jan,Cosmetics,South,4727,2496,156
Apr,Toys,West,3529,1555,134
Mar,Cosmetics,East,2202,1062,59
Dec,Sports,East,5964,1817,129
Jan,Electronics,South,1650,2529,105
Mar,Cosmetics,East,4006,1395,63
Apr,Sports,East,3904,2639,40
Aug,Sports,East,9505,2478,106
Sep,Sports,West,5114,974,55
Mar,Clothing,South,1121,2305,44
Jun,Clothing,North,7603,531,58
Oct,Sports,East,9360,1239,90
Nov,Toys,South,4682,718,171
May,Cosmetics,North,5724,718,38
Jun,Electronics,West,5121,2773,143
Apr,Toys,South,7864,534,10
Oct,Furniture,West,8394,1645,192
Jun,Clothing,South,2729,2943,36
Jul,Cosmetics,West,6952,1031,149
Sep,Cosmetics,South,6129,671,13
Oct,Furniture,West,2118,365,89
Jul,Furniture,North,3168,201,189
Jun,Cosmetics,South,8668,2856,137
Jan,Furniture,North,2050,2971,20
Feb,Cosmetics,East,9896,1634,61
Jan,Toys,North,7640,2369,93
Sep,Furniture,South,3899,2583,163
Oct,Toys,North,4207,1313,165
Oct,Toys,South,9898,739,81
Sep,Furniture,West,8674,433,113
Jul,Cosmetics,East,4832,1006,99
Feb,Sports,North,3008,1681,164
Jun,Cosmetics,East,5721,1704,106
Nov,Electronics,North,2066,2498,134
Apr,Furniture,South,9287,1999,192
Jan,Clothing,North,2918,669,80
Jan,Furniture,East,9431,2875,63
Dec,Electronics,North,2327,2262,55
May,Toys,East,7210,1645,173
Dec,Clothing,East,8448,1008,137
Feb,Clothing,South,8359,466,158
Apr,Cosmetics,West,2142,2951,186
Jan,Sports,West,4223,2525,43
Apr,Cosmetics,North,4848,2265,131
Nov,Clothing,East,2415,1113,96
Jun,Clothing,South,7374,2674,171
Oct,Sports,West,1760,1972,177
Apr,Furniture,South,4642,913,144
Jan,Sports,South,2552,305,99
Jul,Toys,East,1862,915,61
Feb,Cosmetics,North,9548,165,58
Sep,Furniture,East,8209,2151,128
Mar,Cosmetics,West,2328,102,90
Aug,Sports,West,2029,1838,104
Aug,Furniture,South,3376,424,98
Mar,Sports,East,4241,1363,46
Apr,Toys,East,4140,2138,199
Feb,Electronics,South,1881,704,152
Apr,Clothing,North,9730,895,11
Nov,Furniture,South,4557,2682,148
Nov,Clothing,South,8063,1921,105
Nov,Electronics,West,3196,2746,26
Sep,Furniture,East,2950,2979,182
Feb,Clothing,West,6937,446,129
Dec,Clothing,South,4163,1181,198
Dec,Furniture,East,5463,158,183
Mar,Clothing,South,5007,2827,41
Nov,Clothing,South,5675,1809,28
Nov,Furniture,North,5751,2658,13
Apr,Clothing,West,7219,2354,34
May,Clothing,West,9418,210,30
Jan,Cosmetics,South,8530,122,102
Jul,Toys,North,8735,1551,98
Oct,Cosmetics,South,9783,2063,122
Jul,Electronics,South,3075,886,107
Sep,Cosmetics,South,8772,1807,151
Apr,Cosmetics,North,3022,2719,159
Jun,Electronics,East,3078,2057,57
Nov,Clothing,North,8394,846,60
Feb,Clothing,South,8013,614,20
Dec,Cosmetics,East,4321,2291,196
Dec,Electronics,South,7011,1865,23
Apr,Clothing,North,3436,2956,16
Feb,Sports,North,8087,2441,195
Oct,Furniture,East,4359,424,49
May,Furniture,North,2730,2340,90
Jul,Toys,South,4662,2607,162
Jan,Furniture,East,6110,2119,132
Oct,Cosmetics,West,7618,1171,179
Oct,Furniture,South,7899,1662,95
Jul,Furniture,West,2029,1644,53
Oct,Sports,East,1411,1855,14
Jun,Clothing,East,2981,625,113
Jun,Sports,South,9853,1018,37
Dec,Cosmetics,North,4470,2176,197
Aug,Furniture,South,2305,637,130
Aug,Clothing,North,5680,1849,158
Jun,Toys,North,5595,2290,105
Mar,Toys,South,1815,726,58
May,Furniture,East,6612,940,193
Feb,Furniture,South,3037,2365,66
May,Toys,West,5875,692,94
Sep,Toys,East,8086,812,198
Oct,Cosmetics,North,2149,166,110
Jan,Furniture,East,7408,860,47
Oct,Toys,South,1006,2291,139
May,Electronics,East,2436,1264,140
Dec,Toys,North,4250,1469,180
Jun,Clothing,North,8663,564,83
Nov,Clothing,East,1694,195,44
Jul,Electronics,West,6087,507,177
Sep,Cosmetics,North,4299,1953,134
Jun,Furniture,West,5843,903,94
May,Furniture,North,8737,1567,67
Dec,Toys,East,5952,856,43
Jul,Clothing,North,6047,2105,34
Jan,Cosmetics,West,8842,2860,193
Nov,Cosmetics,West,1025,2425,41
May,Cosmetics,East,5547,460,119
Feb,Toys,West,3153,1493,110
Apr,Furniture,West,9019,311,159
Jul,Cosmetics,East,4489,1382,136
May,Toys,North,9523,1799,98
Dec,Toys,East,6161,1220,118
Jun,Electronics,North,1644,1333,109
Feb,Sports,North,2852,1671,30
Mar,Cosmetics,North,8723,877,30
Jul,Sports,South,5130,2168,126
Nov,Furniture,North,4584,828,165
Feb,Toys,East,4809,715,156
Dec,Cosmetics,East,2311,470,23
Jun,Clothing,East,2894,2771,33
May,Furniture,South,7238,1342,29
Oct,Electronics,West,5300,1627,169
Jan,Electronics,South,8788,731,189
Dec,Sports,East,7977,860,74
Nov,Toys,East,7173,946,61
Oct,Sports,West,7409,1047,110
Nov,Clothing,South,3070,1219,195
Apr,Clothing,East,3656,1555,113
Nov,Electronics,North,5134,2335,104
Feb,Cosmetics,North,5268,2648,101
Apr,Electronics,East,7010,2522,19
Jan,Electronics,North,4484,2581,79
Feb,Clothing,West,1413,1267,24
Aug,Sports,East,8841,2646,184
Jun,Clothing,South,9883,2153,19
Feb,Toys,East,7148,1440,158
Dec,Clothing,West,5309,1353,28
Jun,Clothing,South,6791,1618,77
Oct,Electronics,West,1919,1829,31
Sep,Cosmetics,North,1906,2764,72
Jul,Electronics,North,4210,2059,47
Sep,Furniture,North,3719,810,24
May,Clothing,West,5895,574,79
Jul,Clothing,West,1792,673,123
Nov,Furniture,East,9767,2943,53
Jul,Clothing,South,6543,607,167
Dec,Clothing,South,4725,2739,113
Dec,Toys,West,9191,2322,33
Mar,Clothing,West,6161,791,95
Jul,Furniture,North,2360,1394,103
Jan,Electronics,West,3048,1797,183
Sep,Clothing,North,7252,887,141
Oct,Cosmetics,West,7098,671,15
Jun,Furniture,South,4196,2333,47
May,Sports,East,1205,686,35
Jul,Toys,West,4315,613,156
May,Furniture,North,7733,2801,11
Oct,Electronics,East,9814,2075,77
May,Furniture,North,2677,655,78
Nov,Sports,North,4012,1809,56
Oct,Toys,East,8547,394,108
Nov,Cosmetics,East,2871,1216,166
Jul,Sports,East,9270,1610,73
Oct,Furniture,West,7558,2191,89
Jul,Sports,East,5734,2686,149
Nov,Furniture,West,6789,1907,82
Mar,Cosmetics,South,7934,2186,148
Mar,Cosmetics,South,4228,2082,17
Oct,Electronics,North,3335,2436,69
Dec,Cosmetics,North,2725,347,163
Mar,Clothing,West,6737,2506,169
Jun,Sports,North,6985,1561,176
Dec,Sports,South,8216,1918,141
Jun,Furniture,West,1160,2356,101
Mar,Cosmetics,West,2425,2271,127
Mar,Electronics,East,2733,1074,135
Aug,Electronics,West,3522,1977,128
Aug,Electronics,North,8166,502,181
Jul,Toys,South,1601,383,92
Oct,Clothing,North,5684,2810,172
Apr,Cosmetics,South,2520,2723,188
Apr,Electronics,East,3390,2119,188
Mar,Clothing,South,2117,340,166
May,Sports,East,8300,266,94
Mar,Furniture,North,5721,1875,173
Aug,Cosmetics,East,7141,660,113
Jul,Cosmetics,West,4080,2295,123
Mar,Toys,West,8939,800,197
Sep,Sports,South,5777,2770,24
Dec,Cosmetics,North,8265,2019,60
May,Toys,North,4801,364,59
Sep,Toys,South,8057,2648,120
Jul,Toys,West,8510,2426,64
Jul,Cosmetics,East,9099,2896,21
Jun,Cosmetics,South,7081,2306,187
Feb,Cosmetics,East,4627,1183,199
Sep,Clothing,East,5380,598,142
Jun,Toys,North,6379,1710,164
Aug,Clothing,West,3542,587,88
Jan,Furniture,East,5450,564,99
May,Cosmetics,West,7960,327,18
Dec,Sports,North,1199,765,113
Jan,Electronics,South,7996,1479,113
Oct,Furniture,South,3183,1589,172
Nov,Electronics,North,6043,2969,150
Aug,Electronics,North,5036,898,53
Aug,Cosmetics,East,6012,2900,183
Jan,Sports,North,8834,361,106
Sep,Electronics,South,4493,959,107
Feb,Toys,West,4972,463,128
Dec,Electronics,West,2852,2146,77
Sep,Furniture,West,9579,2130,62
Jan,Sports,West,2662,2245,118
Dec,Sports,North,8589,1135,10
Oct,Electronics,North,1212,2931,20
Sep,Sports,West,5655,682,187
Apr,Furniture,North,9749,1026,146
Sep,Furniture,East,4119,2282,47
Jul,Furniture,North,7645,2406,150
Nov,Toys,East,3691,1015,142
Jun,Cosmetics,East,2994,2664,34
May,Electronics,North,6048,2086,135
Nov,Sports,West,1474,1874,19
Sep,Furniture,East,9233,1563,142
Feb,Electronics,North,4992,250,31
Nov,Electronics,South,5823,1604,51
Dec,Cosmetics,West,4517,967,110
Feb,Toys,South,3268,241,157
Nov,Sports,East,1939,2398,37
Dec,Toys,South,5438,1006,30
Sep,Sports,North,7298,2791,148
Dec,Furniture,West,3985,1170,78
Mar,Furniture,East,5989,193,46
Aug,Electronics,North,7028,860,186
Nov,Sports,West,9422,455,126
Sep,Sports,East,3499,631,42
Aug,Toys,East,8620,2839,54
Apr,Furniture,East,5304,2117,145
Dec,Clothing,East,3903,1552,125
Jan,Electronics,South,8763,2795,143
Apr,Sports,South,8964,2849,152
Sep,Cosmetics,South,3074,2871,152
Feb,Cosmetics,East,8825,1016,146
Mar,Clothing,South,3065,2211,70
Oct,Furniture,West,9821,1592,65
Aug,Furniture,East,4208,826,142
Jun,Furniture,West,5674,1654,135
Aug,Toys,West,1122,865,163
Jul,Cosmetics,South,1956,1709,135
May,Furniture,East,6096,1022,132
Sep,Cosmetics,South,1986,752,194
Apr,Clothing,South,5433,1004,44
Jun,Electronics,South,1990,2754,19
Feb,Toys,East,8925,845,100
Feb,Sports,East,6556,1039,30
Feb,Clothing,South,7825,187,149
Oct,Cosmetics,West,5709,1933,18
Jul,Clothing,West,8973,662,153
Feb,Sports,East,4580,1368,129
Dec,Toys,North,3802,1590,191
Feb,Electronics,South,3204,1565,136
Sep,Sports,South,1871,541,32
Jul,Toys,North,3824,2049,48
Nov,Cosmetics,East,7095,1672,137
Mar,Sports,West,4403,658,31
Mar,Clothing,East,7153,2900,64
Jul,Furniture,West,6550,2628,168
May,Clothing,West,4882,2850,83
Oct,Cosmetics,East,4207,1042,56
Jun,Electronics,South,4097,1357,36
Dec,Sports,South,4078,892,137
Aug,Electronics,South,3638,2273,57
Sep,Cosmetics,West,6551,789,176
Jan,Sports,South,3946,576,158
Mar,Toys,West,4471,784,24
Nov,Toys,South,5302,2519,90
Jul,Clothing,East,2624,1243,127
Jun,Clothing,North,2482,641,54
Jul,Cosmetics,West,1258,2707,28
Aug,Toys,East,1453,278,190
Jun,Sports,West,9990,2714,64
Mar,Toys,West,5470,847,95
Feb,Clothing,East,3511,2449,114
Dec,Cosmetics,South,5170,2733,186
Jul,Toys,West,9433,1575,87
Dec,Cosmetics,North,6136,1947,135
Dec,Toys,North,2712,1245,198
Dec,Electronics,East,8426,2204,69
Nov,Toys,North,3002,1123,85
Jan,Clothing,East,9151,1262,100
Mar,Sports,East,7254,1322,125
Dec,Clothing,West,4327,2868,33
Nov,Clothing,East,9688,1908,176
Apr,Clothing,East,9035,1484,135
Jan,Cosmetics,South,4111,509,198
May,Furniture,West,6241,745,123
Oct,Furniture,North,9918,1651,109
Mar,Electronics,South,2831,1738,160
Feb,Clothing,South,2821,1366,81
Mar,Furniture,West,2816,1213,123
Aug,Electronics,West,1091,161,102
Jun,Cosmetics,South,4432,1335,176
Jul,Clothing,West,2969,347,81
Dec,Sports,West,3384,1827,101
Jun,Cosmetics,East,4679,596,106
Jun,Electronics,West,1602,2203,20
Dec,Cosmetics,East,1427,558,51
Mar,Sports,South,9198,1666,135
Dec,Cosmetics,South,7263,1512,162
Aug,Electronics,North,3434,1833,171
Dec,Sports,West,2373,2704,31
Jul,Sports,South,9832,1204,139
Jul,Cosmetics,East,6162,2591,188
Jun,Sports,South,7840,2139,153
May,Cosmetics,West,4811,891,148
Oct,Clothing,North,4306,1407,105
Aug,Sports,North,9637,2638,78
May,Cosmetics,South,9704,1824,109
Sep,Clothing,North,7356,1674,71
Sep,Sports,West,2401,694,28
Jan,Clothing,West,1545,2555,166
Jun,Toys,North,3533,2474,179
Jul,Sports,East,3009,1041,160
Mar,Toys,North,6901,1299,69
Jul,Electronics,North,5085,2136,155
Nov,Electronics,South,3215,1913,104
Nov,Cosmetics,East,5985,2530,110
Jul,Furniture,North,3184,2494,90
Nov,Toys,South,2275,371,192
Feb,Toys,South,6168,1384,27
Jul,Electronics,South,4523,495,164
Jan,Toys,West,9707,253,94
May,Furniture,South,5783,1190,138
Sep,Clothing,South,2019,2988,151
Jul,Clothing,West,8598,1822,68
Jul,Furniture,West,2049,447,119
Nov,Toys,South,3340,1186,170
Dec,Toys,North,8573,2503,173
Feb,Toys,East,3278,1404,128
Aug,Cosmetics,West,3985,1663,176
Mar,Sports,East,6705,2514,129
Aug,Furniture,West,2144,1114,85
Mar,Furniture,South,8630,376,182
Oct,Furniture,West,1705,320,162
Jul,Furniture,South,3424,1852,152
Feb,Furniture,East,2934,2208,29
Apr,Toys,North,3484,1226,43
Nov,Cosmetics,South,7996,2030,67
Jun,Electronics,East,2745,2222,69
Nov,Toys,East,6764,572,167
Sep,Toys,West,3546,1124,117
May,Sports,South,6628,515,150
Sep,Electronics,East,1777,1592,102
May,Furniture,North,4114,1488,76
Oct,Electronics,West,3936,1968,98
Aug,Cosmetics,West,5110,1797,182
Jan,Clothing,East,2345,116,49
Jul,Toys,South,3041,1633,175
Apr,Electronics,West,3674,1562,56
May,Sports,South,8504,2002,97
Jun,Cosmetics,East,1689,1965,166
May,Clothing,East,8056,1836,171
Dec,Cosmetics,South,1119,2350,148
Jan,Furniture,North,7169,571,29
Dec,Clothing,West,6832,2965,157
Sep,Sports,East,2613,2561,65
Feb,Clothing,North,8623,1798,160
Sep,Sports,North,4033,600,109
Oct,Furniture,South,3936,220,122
Feb,Sports,South,6659,1875,97
Sep,Cosmetics,South,6067,706,113
Jun,Electronics,North,5802,449,34
Nov,Cosmetics,West,4158,919,42
Sep,Toys,South,5490,2801,168
Jun,Cosmetics,West,1455,883,112
Jun,Clothing,South,8643,1946,88
Nov,Furniture,North,5620,596,138
Feb,Toys,West,9867,491,191
Aug,Toys,West,6099,1232,25
Mar,Toys,North,1059,2617,94
Jul,Electronics,West,7199,449,68
May,Sports,North,7311,874,134
Mar,Clothing,North,6531,1845,140
Jan,Furniture,East,3764,2296,152
Aug,Electronics,South,8008,2403,41
Mar,Cosmetics,East,2794,1322,187
Feb,Furniture,North,6686,2031,120
Jan,Toys,North,4487,1566,109
Apr,Furniture,West,5987,1972,197
Aug,Furniture,North,4421,443,112
Mar,Cosmetics,North,7580,776,125
Jan,Sports,North,6532,2255,127
Apr,Clothing,South,2373,694,128
Sep,Toys,East,4553,2172,145
Jan,Sports,East,4672,2430,16
Dec,Electronics,South,9144,1037,141
Nov,Toys,South,6437,2767,19
Feb,Clothing,South,9163,2090,69
Sep,Electronics,East,8446,337,34
Feb,Cosmetics,East,9749,2463,51
Mar,Sports,North,6965,939,56
Jul,Toys,East,6915,2610,105
Mar,Furniture,West,7115,691,123
Sep,Clothing,East,6094,2987,41
Jun,Toys,South,3382,1731,83
Mar,Furniture,East,5098,1505,162
Sep,Toys,North,5358,2119,25
Jan,Electronics,East,9312,249,186
Oct,Furniture,South,1139,2499,153
Mar,Furniture,West,8644,2589,103
Jan,Toys,South,2815,494,175
Feb,Cosmetics,West,6408,105,14
Dec,Cosmetics,North,5301,2681,16
Aug,Sports,North,8285,319,17
Jul,Electronics,East,7778,111,42
Feb,Cosmetics,North,9536,2942,71
Feb,Toys,North,3419,1508,125
Sep,Cosmetics,South,4235,2851,169
Jun,Sports,South,3594,557,138
May,Clothing,East,2387,2372,100
Oct,Sports,East,1983,2483,157
Jun,Furniture,East,3122,266,64
Sep,Furniture,East,6419,1961,87
Nov,Cosmetics,South,3994,2073,15
Jul,Cosmetics,East,8056,2044,61
Oct,Sports,East,8548,2645,11
Oct,Sports,North,7853,2295,48
Sep,Toys,East,3900,135,130
Apr,Electronics,West,1775,1089,41
Feb,Toys,North,5981,2455,125
Dec,Furniture,South,1735,741,188
Aug,Toys,West,7777,339,101
Apr,Sports,East,8753,1016,41
Sep,Toys,North,6147,955,102
Apr,Clothing,East,2486,2451,140
Aug,Electronics,North,1395,2764,71
Sep,Sports,East,3001,653,22
Sep,Cosmetics,West,9555,2913,79
Oct,Toys,South,9062,1985,30
Apr,Sports,West,8268,1424,198
Jan,Cosmetics,West,6877,1328,23
Mar,Cosmetics,South,5188,294,98
Sep,Furniture,North,5361,1998,80
Apr,Furniture,North,7349,1525,116
May,Sports,South,7180,2793,159
Jul,Sports,East,8794,2399,137
May,Clothing,North,1743,2071,41
Apr,Electronics,West,7162,1406,178
Feb,Electronics,South,1373,2354,41
Feb,Sports,West,6905,599,179
Apr,Furniture,North,5127,1266,189
Oct,Toys,South,9331,118,90
Oct,Clothing,South,6689,2966,191
Sep,Electronics,North,4020,786,111
Aug,Sports,North,4292,2167,199
Mar,Furniture,South,7876,1911,94
Sep,Furniture,East,7897,547,52
May,Furniture,South,6338,1866,140
Nov,Toys,East,2564,1224,175
Mar,Cosmetics,West,1057,2886,176
May,Toys,East,4496,393,54
Oct,Furniture,East,6394,1673,55
Apr,Sports,North,6142,164,124
Aug,Clothing,South,3948,2646,113
Dec,Toys,West,5473,175,22
May,Sports,South,9564,2782,61
Oct,Furniture,East,4134,2174,18
Dec,Clothing,East,2587,1738,194
Aug,Electronics,East,9969,1399,78
Sep,Electronics,South,5262,1695,52
Apr,Sports,East,7666,2827,16
Jul,Clothing,South,4678,182,53
Feb,Sports,West,1998,2633,181
Jun,Clothing,West,9751,2153,111
Aug,Clothing,South,4343,1799,77
Dec,Sports,West,4501,467,131
Jul,Clothing,North,5014,2618,86
Jul,Toys,East,6107,1837,53
Aug,Furniture,East,5328,1572,49
Jul,Clothing,East,5655,2030,180
May,Toys,North,6327,2836,71
Jul,Clothing,East,8620,469,180
Oct,Toys,South,6858,377,156
Mar,Sports,East,6620,439,58
May,Electronics,South,8004,2962,86
Jul,Cosmetics,West,2242,713,162
Sep,Clothing,South,8015,1203,50
Feb,Cosmetics,South,1080,892,32
Apr,Clothing,South,3661,2750,195
Dec,Sports,East,5798,166,52
Jul,Sports,North,1540,314,114
Jan,Toys,North,6945,515,122
Feb,Clothing,South,7908,651,177
Sep,Sports,East,3785,1409,167
Oct,Sports,North,4486,670,171
Jul,Clothing,West,4157,639,119
Dec,Toys,West,5717,1360,147
Oct,Toys,East,6336,216,114
Jul,Toys,West,8165,2298,69
Jun,Toys,West,3243,1206,138
Mar,Electronics,West,3993,1852,149
Oct,Clothing,North,3091,1343,183
Mar,Electronics,West,6209,1408,102
